"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr11",69671032,69673083,2052,"*","IL7-H_H3k27ac_S295_peak_2733",141,".",9.27221,17.1699,14.1957,"Promoter (<=1kb)",11,69666936,69672317,5382,2,"13681","ENSMUST00000128519.7",0,"ENSMUSG00000059796","Eif4a1","eukaryotic translation initiation factor 4A1"
"chr11",69681516,69682561,1046,"*","IL7-H_H3k27ac_S295_peak_2734",29,".",3.6594,5.15357,2.90563,"Promoter (<=1kb)",11,69673115,69681846,8732,2,"80886","ENSMUST00000005336.8",0,"ENSMUSG00000005204","Senp3","SUMO/sentrin specific peptidase 3"
"chr11",69757628,69759937,2310,"*","IL7-H_H3k27ac_S295_peak_2735",119,".",8.26347,14.8985,11.9999,"Promoter (<=1kb)",11,69733997,69758637,24641,2,"20020","ENSMUST00000058470.15",0,"ENSMUSG00000005198","Polr2a","polymerase (RNA) II (DNA directed) polypeptide A"
"chr11",69765593,69766486,894,"*","IL7-H_H3k27ac_S295_peak_2736",78,".",6.30965,10.4522,7.85297,"Promoter (<=1kb)",11,69765912,69780209,14298,1,"75580","ENSMUST00000108640.7",0,"ENSMUSG00000018750","Zbtb4","zinc finger and BTB domain containing 4"
"chr11",69774706,69775494,789,"*","IL7-H_H3k27ac_S295_peak_2737",23,".",3.42266,4.63597,2.37434,"Promoter (<=1kb)",11,69775406,69779673,4268,1,"75580","ENSMUST00000108638.1",0,"ENSMUSG00000018750","Zbtb4","zinc finger and BTB domain containing 4"
"chr11",69795015,69795997,983,"*","IL7-H_H3k27ac_S295_peak_2738",108,".",7.90092,13.5932,10.8115,"Promoter (<=1kb)",11,69784036,69795943,11908,2,"11443","ENSMUST00000045971.8",0,"ENSMUSG00000041189","Chrnb1","cholinergic receptor nicotinic beta 1 subunit"
"chr11",69798211,69801298,3088,"*","IL7-H_H3k27ac_S295_peak_2739",38,".",4.44302,6.19378,3.83817,"Promoter (<=1kb)",11,69796068,69801716,5649,2,"14166","ENSMUST00000011285.10",418,"ENSMUSG00000042826","Fgf11","fibroblast growth factor 11"
"chr11",69837590,69839105,1516,"*","IL7-H_H3k27ac_S295_peak_2740",43,".",4.49634,6.69919,4.31378,"Promoter (<=1kb)",11,69823122,69837784,14663,2,"216856","ENSMUST00000108634.8",0,"ENSMUSG00000051790","Nlgn2","neuroligin 2"
"chr11",69845708,69847147,1440,"*","IL7-H_H3k27ac_S295_peak_2741",25,".",3.74276,4.86546,2.59925,"Promoter (<=1kb)",11,69846376,69851036,4661,1,"70310","ENSMUST00000108632.7",0,"ENSMUSG00000019461","Plscr3","phospholipid scramblase 3"
"chr11",69880626,69881745,1120,"*","IL7-H_H3k27ac_S295_peak_2742",119,".",8.20361,14.7764,11.9306,"Promoter (<=1kb)",11,69878261,69881406,3146,2,"216858","ENSMUST00000050555.5",0,"ENSMUSG00000046731","Kctd11","potassium channel tetramerisation domain containing 11"
"chr11",69893584,69896543,2960,"*","IL7-H_H3k27ac_S295_peak_2743",41,".",4.57101,6.49931,4.1337,"Promoter (<=1kb)",11,69881567,69895539,13973,2,"216859","ENSMUST00000001631.6",0,"ENSMUSG00000001588","Acap1","ArfGAP with coiled-coil, ankyrin repeat and PH domains 1"
"chr11",69899846,69902185,2340,"*","IL7-H_H3k27ac_S295_peak_2744",100,".",7.23599,12.7778,10.0453,"Promoter (<=1kb)",11,69901072,69903399,2328,1,"216860","ENSMUST00000176614.1",0,"ENSMUSG00000047284","Neurl4","neuralized E3 ubiquitin protein ligase 4"
"chr11",69913934,69914473,540,"*","IL7-H_H3k27ac_S295_peak_2745",91,".",7.47177,11.8453,9.14911,"Promoter (<=1kb)",11,69914050,69916590,2541,1,"56310","ENSMUST00000116358.7",0,"ENSMUSG00000023170","Gps2","G protein pathway suppressor 2"
"chr11",69919754,69922662,2909,"*","IL7-H_H3k27ac_S295_peak_2746",89,".",6.95101,11.5684,8.91217,"Promoter (<=1kb)",11,69916714,69921085,4372,2,"276770","ENSMUST00000164359.7",0,"ENSMUSG00000078812","Eif5a","eukaryotic translation initiation factor 5A"
"chr11",69935123,69935453,331,"*","IL7-H_H3k27ac_S295_peak_2747",10,".",2.56222,3.13566,1.07532,"Promoter (<=1kb)",11,69935796,69941605,5810,1,"53422","ENSMUST00000018698.11",-343,"ENSMUSG00000018554","Ybx2","Y box protein 2"
"chr11",69947900,69949119,1220,"*","IL7-H_H3k27ac_S295_peak_2748",19,".",3.16288,4.18582,1.98164,"Promoter (<=1kb)",11,69942539,69948175,5637,2,"20528","ENSMUST00000178809.7",0,"ENSMUSG00000018566","Slc2a4","solute carrier family 2 (facilitated glucose transporter), member 4"
"chr11",69980192,69981632,1441,"*","IL7-H_H3k27ac_S295_peak_2749",44,".",4.97792,6.82883,4.41939,"Promoter (<=1kb)",11,69968222,69980272,12051,2,"54351","ENSMUST00000142788.7",0,"ENSMUSG00000018565","Elp5","elongator acetyltransferase complex subunit 5"
"chr11",69990922,69992139,1218,"*","IL7-H_H3k27ac_S295_peak_2750",47,".",5.06224,7.11907,4.7075,"Promoter (<=1kb)",11,69991143,69994951,3809,1,"56486","ENSMUST00000018711.14",0,"ENSMUSG00000018567","Gabarap","gamma-aminobutyric acid receptor associated protein"
"chr11",69995748,69997295,1548,"*","IL7-H_H3k27ac_S295_peak_2751",142,".",9.61545,17.2598,14.265,"Promoter (<=1kb)",11,69995777,70000009,4233,1,"78246","ENSMUST00000018716.9",0,"ENSMUSG00000018572","Phf23","PHD finger protein 23"
"chr11",70000140,70001316,1177,"*","IL7-H_H3k27ac_S295_peak_2752",102,".",7.28575,13.0272,10.2766,"Promoter (<=1kb)",11,70000595,70010111,9517,1,"13543","ENSMUST00000019362.14",0,"ENSMUSG00000020888","Dvl2","dishevelled segment polarity protein 2"
"chr11",70015062,70015575,514,"*","IL7-H_H3k27ac_S295_peak_2753",22,".",3.16225,4.47604,2.23137,"Promoter (<=1kb)",11,70010183,70015408,5226,2,"11370","ENSMUST00000102574.9",0,"ENSMUSG00000018574","Acadvl","acyl-Coenzyme A dehydrogenase, very long chain"
"chr11",70220203,70221762,1560,"*","IL7-H_H3k27ac_S295_peak_2754",54,".",5.08602,7.85757,5.4127,"Promoter (<=1kb)",11,70216789,70220994,4206,2,"69309","ENSMUST00000060010.2",0,"ENSMUSG00000044367","Slc16a13","solute carrier family 16 (monocarboxylic acid transporters), member 13"
"chr11",70237063,70240297,3235,"*","IL7-H_H3k27ac_S295_peak_2755",47,".",4.7606,7.18368,4.73528,"Promoter (<=1kb)",11,70235206,70237853,2648,2,"104457","ENSMUST00000108575.8",0,"ENSMUSG00000020831","Bacc1","BPTF associated chromatin complex component 1"
"chr11",70265055,70265394,340,"*","IL7-H_H3k27ac_S295_peak_2756",14,".",2.69323,3.64551,1.46386,"Distal Intergenic",11,70241457,70255353,13897,2,"11684","ENSMUST00000000329.8",-9702,"ENSMUSG00000000320","Alox12","arachidonate 12-lipoxygenase"
"chr11",70297470,70298709,1240,"*","IL7-H_H3k27ac_S295_peak_2757",14,".",2.97965,3.52464,1.40662,"Distal Intergenic",11,70319971,70321577,1607,2,"11685","ENSMUST00000123752.7",22868,"ENSMUSG00000018907","Alox12e","arachidonate lipoxygenase, epidermal"
"chr11",70409514,70411042,1529,"*","IL7-H_H3k27ac_S295_peak_2758",39,".",4.10789,6.30027,3.90426,"Promoter (<=1kb)",11,70392883,70410028,17146,2,"75273","ENSMUST00000019065.9",0,"ENSMUSG00000018921","Pelp1","proline, glutamic acid and leucine rich protein 1"
"chr11",70431924,70433400,1477,"*","IL7-H_H3k27ac_S295_peak_2759",56,".",5.00418,8.11887,5.65368,"Promoter (<=1kb)",11,70432635,70435996,3362,1,"216869","ENSMUST00000124112.1",0,"ENSMUSG00000060216","Arrb2","arrestin, beta 2"
"chr11",70451770,70452588,819,"*","IL7-H_H3k27ac_S295_peak_2760",100,".",7.07918,12.7764,10.0385,"Promoter (<=1kb)",11,70451919,70453240,1322,1,"66172","ENSMUST00000151013.7",0,"ENSMUSG00000018923","Med11","mediator complex subunit 11"
"chr11",70525402,70525938,537,"*","IL7-H_H3k27ac_S295_peak_2761",17,".",2.93266,3.87243,1.72564,"Promoter (<=1kb)",11,70525386,70527649,2264,1,"19175","ENSMUST00000018430.6",16,"ENSMUSG00000018286","Psmb6","proteasome (prosome, macropain) subunit, beta type 6"
"chr11",70562624,70563865,1242,"*","IL7-H_H3k27ac_S295_peak_2762",19,".",3.36692,4.14074,1.94628,"Promoter (<=1kb)",11,70562881,70614482,51602,1,"50932","ENSMUST00000072237.12",0,"ENSMUSG00000020827","Mink1","misshapen-like kinase 1 (zebrafish)"
"chr11",70580392,70581515,1124,"*","IL7-H_H3k27ac_S295_peak_2763",13,".",2.66398,3.52287,1.3825,"Intron (ENSMUST00000072237.12/50932, intron 1 of 32)",11,70563070,70613712,50643,1,"50932","ENSMUST00000102558.10",17322,"ENSMUSG00000020827","Mink1","misshapen-like kinase 1 (zebrafish)"
"chr11",70646329,70648258,1930,"*","IL7-H_H3k27ac_S295_peak_2764",42,".",4.68152,6.6302,4.23966,"Promoter (<=1kb)",11,70644196,70647058,2863,2,"67863","ENSMUST00000014750.14",0,"ENSMUSG00000014606","Slc25a11","solute carrier family 25 (mitochondrial carrier oxoglutarate carrier), member 11"
"chr11",70653153,70656271,3119,"*","IL7-H_H3k27ac_S295_peak_2765",147,".",9.79841,17.7086,14.7171,"Promoter (<=1kb)",11,70651850,70654644,2795,2,"18643","ENSMUST00000018437.2",0,"ENSMUSG00000018293","Pfn1","profilin 1"
"chr11",70657787,70658907,1121,"*","IL7-H_H3k27ac_S295_peak_2766",32,".",3.89272,5.52257,3.20035,"Promoter (<=1kb)",11,70657796,70662510,4715,1,"13808","ENSMUST00000170716.7",0,"ENSMUSG00000060600","Eno3","enolase 3, beta muscle"
"chr11",70668458,70669788,1331,"*","IL7-H_H3k27ac_S295_peak_2767",61,".",5.6415,8.64023,6.11758,"Promoter (<=1kb)",11,70663771,70669416,5646,2,"216873","ENSMUST00000018431.12",0,"ENSMUSG00000018287","Spag7","sperm associated antigen 7"
"chr11",70687445,70688486,1042,"*","IL7-H_H3k27ac_S295_peak_2768",39,".",4.34973,6.33739,3.98199,"Promoter (<=1kb)",11,70669463,70687943,18481,2,"216874","ENSMUST00000108545.8",0,"ENSMUSG00000040712","Camta2","calmodulin binding transcription activator 2"
"chr11",70699858,70701282,1425,"*","IL7-H_H3k27ac_S295_peak_2769",38,".",4.4367,6.24916,3.8704,"Promoter (<=1kb)",11,70688361,70700155,11795,2,"103844","ENSMUST00000073625.7",0,"ENSMUSG00000057054","Inca1","inhibitor of CDK, cyclin A1 interacting protein 1"
"chr11",70789373,70789698,326,"*","IL7-H_H3k27ac_S295_peak_2770",17,".",2.87626,3.981,1.74351,"Distal Intergenic",11,70791364,70812559,21196,2,"327957","ENSMUST00000074572.6",22861,"ENSMUSG00000057135","Scimp","SLP adaptor and CSK interacting membrane protein"
"chr11",70803707,70804200,494,"*","IL7-H_H3k27ac_S295_peak_2771",29,".",3.61951,5.29437,2.94834,"Intron (ENSMUST00000108534.8/327957, intron 1 of 4)",11,70791364,70812559,21196,2,"327957","ENSMUST00000074572.6",8359,"ENSMUSG00000057135","Scimp","SLP adaptor and CSK interacting membrane protein"
"chr11",70812283,70813358,1076,"*","IL7-H_H3k27ac_S295_peak_2772",57,".",5.4478,8.23999,5.73989,"Promoter (<=1kb)",11,70790932,70812586,21655,2,"327957","ENSMUST00000108534.8",0,"ENSMUSG00000057135","Scimp","SLP adaptor and CSK interacting membrane protein"
"chr11",70844731,70845420,690,"*","IL7-H_H3k27ac_S295_peak_2773",62,".",5.40703,8.83278,6.264,"Promoter (<=1kb)",11,70844778,70943105,98328,1,"54189","ENSMUST00000076270.12",0,"ENSMUSG00000020817","Rabep1","rabaptin, RAB GTPase binding effector protein 1"
"chr11",70910553,70913192,2640,"*","IL7-H_H3k27ac_S295_peak_2774",33,".",3.83208,5.69245,3.35182,"Intron (ENSMUST00000076270.12/54189, intron 8 of 17)",11,70943938,70944488,551,2,"19069","ENSMUST00000128193.1",31296,"ENSMUSG00000040667","Nup88","nucleoporin 88"
"chr11",70969349,70970759,1411,"*","IL7-H_H3k27ac_S295_peak_2775",22,".",3.32158,4.47024,2.21103,"Promoter (<=1kb)",11,70943058,70969959,26902,2,"19069","ENSMUST00000148168.7",0,"ENSMUSG00000040667","Nup88","nucleoporin 88"
"chr11",71003730,71004492,763,"*","IL7-H_H3k27ac_S295_peak_2776",37,".",4.16789,6.06886,3.72442,"Promoter (<=1kb)",11,70984091,71004437,20347,2,"216877","ENSMUST00000108527.7",0,"ENSMUSG00000040620","Dhx33","DEAH-box helicase 33"
"chr11",71018879,71020743,1865,"*","IL7-H_H3k27ac_S295_peak_2777",65,".",5.48443,9.11676,6.54843,"Promoter (<=1kb)",11,71007164,71019242,12079,2,"116891","ENSMUST00000108523.9",0,"ENSMUSG00000018442","Derl2","Der1-like domain family, member 2"
"chr11",72041064,72043317,2254,"*","IL7-H_H3k27ac_S295_peak_2778",68,".",6.04143,9.45127,6.85953,"Promoter (<=1kb)",11,72042032,72043282,1251,1,"109212","ENSMUST00000122871.1",0,"ENSMUSG00000020808","Pimreg","PICALM interacting mitotic regulator"
"chr11",72206573,72207811,1239,"*","IL7-H_H3k27ac_S295_peak_2779",64,".",5.52328,9.06621,6.49073,"Promoter (<=1kb)",11,72207547,72210015,2469,1,"52700","ENSMUST00000021158.3",0,"ENSMUSG00000020803","Txndc17","thioredoxin domain containing 17"
"chr11",72214717,72215799,1083,"*","IL7-H_H3k27ac_S295_peak_2780",21,".",3.14069,4.41812,2.1755,"Promoter (<=1kb)",11,72211724,72215592,3869,2,"67279","ENSMUST00000021157.8",0,"ENSMUSG00000020801","Med31","mediator complex subunit 31"
"chr11",72232713,72234104,1392,"*","IL7-H_H3k27ac_S295_peak_2781",22,".",3.17251,4.42529,2.20713,"Distal Intergenic",11,72211724,72215592,3869,2,"67279","ENSMUST00000021157.8",-17121,"ENSMUSG00000020801","Med31","mediator complex subunit 31"
"chr11",72301380,72302036,657,"*","IL7-H_H3k27ac_S295_peak_2782",35,".",4.07171,5.9179,3.59275,"Promoter (<=1kb)",11,72301629,72309061,7433,1,"327959","ENSMUST00000151440.7",0,"ENSMUSG00000040483","Xaf1","XIAP associated factor 1"
"chr11",72337369,72342734,5366,"*","IL7-H_H3k27ac_S295_peak_2783",94,".",7.08224,12.1452,9.41659,"Exon (ENSMUST00000158122.1/ENSMUST00000158122.1, exon 1 of 1)",11,72344722,72361296,16575,2,"21689","ENSMUST00000108502.7",18562,"ENSMUSG00000020799","Tekt1","tektin 1"
"chr11",72407186,72411585,4400,"*","IL7-H_H3k27ac_S295_peak_2784",40,".",4.44066,6.43699,4.07167,"Promoter (<=1kb)",11,72389164,72411711,22548,2,"276829","ENSMUST00000108500.7",126,"ENSMUSG00000045667","Smtnl2","smoothelin-like 2"
"chr11",72440843,72441894,1052,"*","IL7-H_H3k27ac_S295_peak_2785",22,".",3.19595,4.54802,2.26399,"Promoter (<=1kb)",11,72441355,72451768,10414,1,"18432","ENSMUST00000045633.5",0,"ENSMUSG00000040463","Mybbp1a","MYB binding protein (P160) 1a"
"chr11",72465898,72467562,1665,"*","IL7-H_H3k27ac_S295_peak_2786",41,".",4.30655,6.62211,4.18984,"Intron (ENSMUST00000045303.9/216892, intron 2 of 12)",11,72459029,72475027,15999,2,"216892","ENSMUST00000147418.1",7465,"ENSMUSG00000040447","Spns2","SPNS lysolipid transporter 2, sphingosine-1-phosphate"
"chr11",72469112,72470684,1573,"*","IL7-H_H3k27ac_S295_peak_2787",19,".",3.16352,4.16834,1.99635,"Intron (ENSMUST00000045303.9/216892, intron 2 of 12)",11,72459029,72475027,15999,2,"216892","ENSMUST00000147418.1",4343,"ENSMUSG00000040447","Spns2","SPNS lysolipid transporter 2, sphingosine-1-phosphate"
"chr11",72550567,72551572,1006,"*","IL7-H_H3k27ac_S295_peak_2788",28,".",3.97032,5.18983,2.89131,"Promoter (<=1kb)",11,72498155,72550506,52352,2,"77577","ENSMUST00000092940.12",-61,"ENSMUSG00000020798","Spns3","SPNS lysolipid transporter 3, sphingosine-1-phosphate (putative)"
"chr11",72606698,72608535,1838,"*","IL7-H_H3k27ac_S295_peak_2789",124,".",8.40503,15.3154,12.416,"Promoter (<=1kb)",11,72607283,72686481,79199,1,"67128","ENSMUST00000021148.12",0,"ENSMUSG00000020794","Ube2g1","ubiquitin-conjugating enzyme E2G 1"
"chr11",72689358,72692640,3283,"*","IL7-H_H3k27ac_S295_peak_2790",40,".",4.4893,6.46442,4.07496,"Promoter (<=1kb)",11,72690006,72725180,35175,1,"11736","ENSMUST00000150172.7",0,"ENSMUSG00000020790","Ankfy1","ankyrin repeat and FYVE domain containing 1"
"chr11",72717923,72718184,262,"*","IL7-H_H3k27ac_S295_peak_2791",17,".",2.85759,3.94867,1.71395,"Intron (ENSMUST00000150172.7/11736, intron 3 of 3)",11,72712157,72767588,55432,1,"11736","ENSMUST00000102548.10",5766,"ENSMUSG00000020790","Ankfy1","ankyrin repeat and FYVE domain containing 1"
"chr11",72795442,72797176,1735,"*","IL7-H_H3k27ac_S295_peak_2792",60,".",5.68284,8.58014,6.08585,"Promoter (<=1kb)",11,72777232,72795856,18625,2,"192986","ENSMUST00000079681.5",0,"ENSMUSG00000057778","Cyb5d2","cytochrome b5 domain containing 2"
"chr11",72924166,72926002,1837,"*","IL7-H_H3k27ac_S295_peak_2793",18,".",3.27427,4.08209,1.8674,"3' UTR",11,72920843,72927120,6278,1,"195018","ENSMUST00000125122.1",3323,"ENSMUSG00000055670","Zzef1","zinc finger, ZZ-type with EF hand domain 1"
"chr11",72940721,72941088,368,"*","IL7-H_H3k27ac_S295_peak_2794",35,".",3.97115,5.95098,3.55774,"Distal Intergenic",11,72920843,72927120,6278,1,"195018","ENSMUST00000125122.1",19878,"ENSMUSG00000055670","Zzef1","zinc finger, ZZ-type with EF hand domain 1"
"chr11",72946269,72946584,316,"*","IL7-H_H3k27ac_S295_peak_2795",25,".",3.61197,4.86727,2.59066,"Distal Intergenic",11,72961169,72993043,31875,1,"53313","ENSMUST00000021142.7",-14585,"ENSMUSG00000020788","Atp2a3","ATPase, Ca++ transporting, ubiquitous"
"chr11",72952468,72958595,6128,"*","IL7-H_H3k27ac_S295_peak_2796",42,".",4.36985,6.58937,4.20356,"Promoter (2-3kb)",11,72961169,72993043,31875,1,"53313","ENSMUST00000021142.7",-2574,"ENSMUSG00000020788","Atp2a3","ATPase, Ca++ transporting, ubiquitous"
"chr11",72959603,72965518,5916,"*","IL7-H_H3k27ac_S295_peak_2797",155,".",9.89552,18.574,15.567,"Promoter (<=1kb)",11,72961169,72993043,31875,1,"53313","ENSMUST00000021142.7",0,"ENSMUSG00000020788","Atp2a3","ATPase, Ca++ transporting, ubiquitous"
"chr11",73047303,73048476,1174,"*","IL7-H_H3k27ac_S295_peak_2798",153,".",9.57327,18.3567,15.3363,"Promoter (<=1kb)",11,73047783,73089317,41535,1,"66874","ENSMUST00000021135.4",0,"ENSMUSG00000020783","Ncbp3","nuclear cap binding subunit 3"
"chr11",73084137,73084430,294,"*","IL7-H_H3k27ac_S295_peak_2799",14,".",2.71185,3.69631,1.48324,"3' UTR",11,73090583,73134834,44252,1,"16407","ENSMUST00000102537.9",-6153,"ENSMUSG00000005947","Itgae","integrin alpha E, epithelial-associated"
"chr11",73137400,73138274,875,"*","IL7-H_H3k27ac_S295_peak_2800",57,".",5.106,8.23976,5.71119,"Promoter (<=1kb)",11,73135485,73138294,2810,2,"14841","ENSMUST00000052140.2",20,"ENSMUSG00000050107","Haspin","histone H3 associated protein kinase"
"chr11",73176361,73177424,1064,"*","IL7-H_H3k27ac_S295_peak_2801",59,".",5.25812,8.51548,5.96688,"Promoter (<=1kb)",11,73175519,73177037,1519,2,"66048","ENSMUST00000054952.3",0,"ENSMUSG00000047260","Emc6","ER membrane protein complex subunit 6"
"chr11",73198577,73199465,889,"*","IL7-H_H3k27ac_S295_peak_2802",42,".",4.57517,6.64992,4.27621,"Promoter (<=1kb)",11,73199460,73224502,25043,1,"74637","ENSMUST00000131927.8",0,"ENSMUSG00000005951","Shpk","sedoheptulokinase"
"chr11",74478573,74480588,2016,"*","IL7-H_H3k27ac_S295_peak_2803",68,".",5.64988,9.41775,6.83794,"Intron (ENSMUST00000102521.8/380711, intron 3 of 24)",11,74436924,74522751,85828,2,"380711","ENSMUST00000208896.1",42163,"ENSMUSG00000038807","Rap1gap2","RAP1 GTPase activating protein 2"
"chr11",74555436,74556841,1406,"*","IL7-H_H3k27ac_S295_peak_2804",15,".",2.86006,3.7207,1.5894,"Intron (ENSMUST00000102521.8/380711, intron 2 of 24)",11,74436924,74522751,85828,2,"380711","ENSMUST00000208896.1",-32685,"ENSMUSG00000038807","Rap1gap2","RAP1 GTPase activating protein 2"
"chr11",74559477,74559773,297,"*","IL7-H_H3k27ac_S295_peak_2805",14,".",2.6996,3.67511,1.46386,"Intron (ENSMUST00000102521.8/380711, intron 2 of 24)",11,74437043,74590124,153082,2,"380711","ENSMUST00000145524.1",30351,"ENSMUSG00000038807","Rap1gap2","RAP1 GTPase activating protein 2"
"chr11",74566458,74568871,2414,"*","IL7-H_H3k27ac_S295_peak_2806",23,".",3.50185,4.59727,2.35801,"5' UTR",11,74437043,74590124,153082,2,"380711","ENSMUST00000145524.1",21253,"ENSMUSG00000038807","Rap1gap2","RAP1 GTPase activating protein 2"
"chr11",74570480,74572962,2483,"*","IL7-H_H3k27ac_S295_peak_2807",35,".",3.97811,5.90291,3.53194,"Intron (ENSMUST00000102521.8/380711, intron 1 of 24)",11,74437043,74590124,153082,2,"380711","ENSMUST00000145524.1",17162,"ENSMUSG00000038807","Rap1gap2","RAP1 GTPase activating protein 2"
"chr11",74649433,74650225,793,"*","IL7-H_H3k27ac_S295_peak_2808",28,".",3.98612,5.15888,2.87422,"Promoter (<=1kb)",11,74649495,74656551,7057,1,"74148","ENSMUST00000130398.1",0,"ENSMUSG00000020741","Cluh","clustered mitochondria homolog"
"chr11",74723271,74724915,1645,"*","IL7-H_H3k27ac_S295_peak_2809",146,".",9.47195,17.6411,14.6331,"Promoter (<=1kb)",11,74673949,74724335,50387,2,"18472","ENSMUST00000126341.7",0,"ENSMUSG00000020745","Pafah1b1","platelet-activating factor acetylhydrolase, isoform 1b, subunit 1"
"chr11",74770275,74771585,1311,"*","IL7-H_H3k27ac_S295_peak_2810",25,".",3.39829,4.9114,2.59827,"Promoter (<=1kb)",11,74770830,74817894,47065,1,"67493","ENSMUST00000010698.12",0,"ENSMUSG00000010554","Mettl16","methyltransferase 16, N6-methyladenosine"
"chr11",74800370,74801791,1422,"*","IL7-H_H3k27ac_S295_peak_2811",24,".",3.31406,4.75637,2.45507,"Promoter (1-2kb)",11,74803324,74816963,13640,1,"67493","ENSMUST00000144692.1",-1533,"ENSMUSG00000010554","Mettl16","methyltransferase 16, N6-methyladenosine"
"chr11",74828010,74833301,5292,"*","IL7-H_H3k27ac_S295_peak_2812",47,".",4.72861,7.20787,4.79253,"Promoter (<=1kb)",11,74830920,74845725,14806,1,"17428","ENSMUST00000000291.8",0,"ENSMUSG00000000282","Mnt","max binding protein"
"chr11",74837644,74841490,3847,"*","IL7-H_H3k27ac_S295_peak_2813",84,".",6.4708,11.147,8.46006,"Promoter (<=1kb)",11,74837468,74843775,6308,1,"17428","ENSMUST00000132150.1",176,"ENSMUSG00000000282","Mnt","max binding protein"
"chr11",74896373,74899319,2947,"*","IL7-H_H3k27ac_S295_peak_2814",35,".",4.06369,5.87376,3.53163,"Promoter (<=1kb)",11,74898071,74904940,6870,1,"104662","ENSMUST00000155702.7",0,"ENSMUSG00000038335","Tsr1","TSR1 20S rRNA accumulation"
"chr11",74925448,74927585,2138,"*","IL7-H_H3k27ac_S295_peak_2815",85,".",6.8306,11.2189,8.53221,"Promoter (<=1kb)",11,74925823,75164448,238626,1,"103677","ENSMUST00000045281.12",0,"ENSMUSG00000038290","Smg6","SMG6 nonsense mediated mRNA decay factor"
"chr11",75013085,75013431,347,"*","IL7-H_H3k27ac_S295_peak_2816",18,".",2.9304,4.07474,1.82921,"Intron (ENSMUST00000045281.12/103677, intron 10 of 18)",11,74993853,75139369,145517,1,"103677","ENSMUST00000140197.2",19232,"ENSMUSG00000038290","Smg6","SMG6 nonsense mediated mRNA decay factor"
"chr11",75170195,75170608,414,"*","IL7-H_H3k27ac_S295_peak_2817",14,".",2.69323,3.64551,1.46386,"Promoter (<=1kb)",11,75164565,75169519,4955,2,"15248","ENSMUST00000055619.4",-676,"ENSMUSG00000043099","Hic1","hypermethylated in cancer 1"
"chr11",75178611,75179182,572,"*","IL7-H_H3k27ac_S295_peak_2818",24,".",3.51897,4.6796,2.43732,"Promoter (<=1kb)",11,75175942,75178835,2894,2,"246257","ENSMUST00000071562.2",0,"ENSMUSG00000038268","Ovca2","candidate tumor suppressor in ovarian cancer 2"
"chr11",75185480,75185839,360,"*","IL7-H_H3k27ac_S295_peak_2819",30,".",3.813,5.31742,3.03058,"Promoter (1-2kb)",11,75179189,75183515,4327,2,"116905","ENSMUST00000148944.1",-1965,"ENSMUSG00000078789","Dph1","diphthamide biosynthesis 1"
"chr11",75189978,75190966,989,"*","IL7-H_H3k27ac_S295_peak_2820",14,".",2.74529,3.58677,1.46257,"Promoter (<=1kb)",11,75177643,75190519,12877,2,"116905","ENSMUST00000044949.10",0,"ENSMUSG00000078789","Dph1","diphthamide biosynthesis 1"
"chr11",75409181,75410584,1404,"*","IL7-H_H3k27ac_S295_peak_2821",31,".",4.19823,5.4129,3.12649,"3' UTR",11,75413973,75415195,1223,2,"20317","ENSMUST00000139403.1",4611,"ENSMUSG00000000753","Serpinf1","serine (or cysteine) peptidase inhibitor, clade F, member 1"
"chr11",75414524,75414988,465,"*","IL7-H_H3k27ac_S295_peak_2822",14,".",2.68057,3.59456,1.41551,"Promoter (<=1kb)",11,75413973,75415195,1223,2,"20317","ENSMUST00000139403.1",207,"ENSMUSG00000000753","Serpinf1","serine (or cysteine) peptidase inhibitor, clade F, member 1"
"chr11",75454434,75457073,2640,"*","IL7-H_H3k27ac_S295_peak_2823",32,".",3.85174,5.56206,3.26602,"Promoter (<=1kb)",11,75440944,75454717,13774,2,"192652","ENSMUST00000173320.7",0,"ENSMUSG00000045374","Wdr81","WD repeat domain 81"
"chr11",75458276,75462008,3733,"*","IL7-H_H3k27ac_S295_peak_2824",37,".",4.04418,6.15193,3.75952,"Promoter (<=1kb)",11,75461539,75466676,5138,1,"100042498","ENSMUST00000149940.1",0,"ENSMUSG00000085148","Mir22hg","Mir22 host gene (non-protein coding)"
"chr11",75486745,75487589,845,"*","IL7-H_H3k27ac_S295_peak_2825",102,".",7.59705,12.9424,10.2142,"Promoter (<=1kb)",11,75486816,75509447,22632,1,"192159","ENSMUST00000018449.10",0,"ENSMUSG00000020850","Prpf8","pre-mRNA processing factor 8"
"chr11",75526925,75527325,401,"*","IL7-H_H3k27ac_S295_peak_2826",22,".",3.46689,4.45551,2.21531,"Distal Intergenic",11,75531694,75543323,11630,1,"215113","ENSMUST00000149727.7",-4369,"ENSMUSG00000038178","Slc43a2","solute carrier family 43, member 2"
"chr11",75530715,75533652,2938,"*","IL7-H_H3k27ac_S295_peak_2827",78,".",6.73693,10.426,7.81481,"Promoter (<=1kb)",11,75531694,75543323,11630,1,"215113","ENSMUST00000149727.7",0,"ENSMUSG00000038178","Slc43a2","solute carrier family 43, member 2"
